filename,width,height,class,xmin,ymin,xmax,ymax
219_jpg.rf.d8cb0a5dae565179133e932dc0d6c9aa.jpg,384,384,face,183,269,202,278
219_jpg.rf.d8cb0a5dae565179133e932dc0d6c9aa.jpg,384,384,face,341,236,349,241
219_jpg.rf.d8cb0a5dae565179133e932dc0d6c9aa.jpg,384,384,face,334,224,344,228
230_jpg.rf.d8d1d889eebc6b47028dd4c32c820663.jpg,384,384,face,209,56,217,77
230_jpg.rf.d8d1d889eebc6b47028dd4c32c820663.jpg,384,384,face,292,166,302,189
230_jpg.rf.d8d1d889eebc6b47028dd4c32c820663.jpg,384,384,face,239,27,245,42
230_jpg.rf.d8d1d889eebc6b47028dd4c32c820663.jpg,384,384,face,232,31,238,43
415_jpg.rf.dc2dbf52e55147c8ecf0e09486ac42bf.jpg,384,384,face,181,258,216,274
458_jpg.rf.dadf478d56dbb00280ff8dcf6d37374c.jpg,384,384,face,247,117,258,134
325_jpg.rf.d9993b29f044f6b8be781f03c8d9a257.jpg,384,384,face,172,297,198,305
683_jpg.rf.d9b9012045c67c46ccabdbf04834252b.jpg,384,384,face,174,0,207,15
135_jpg.rf.de7cf4acd827ef8c9cf46fcfccabb27a.jpg,384,384,face,132,155,144,186
135_jpg.rf.de7cf4acd827ef8c9cf46fcfccabb27a.jpg,384,384,face,270,204,286,241
797_jpg.rf.dd67061fcd824caa0fe214ca5074a282.jpg,384,384,face,188,125,213,137
797_jpg.rf.dd67061fcd824caa0fe214ca5074a282.jpg,384,384,face,162,237,198,257
265_jpg.rf.dd9a178d2173cbb511f1342710467897.jpg,384,384,face,334,246,344,250
442_jpg.rf.dc4eab949a75de4157576b99a1c2d0bd.jpg,384,384,face,256,208,273,216
442_jpg.rf.dc4eab949a75de4157576b99a1c2d0bd.jpg,384,384,face,211,130,238,144
442_jpg.rf.dc4eab949a75de4157576b99a1c2d0bd.jpg,384,384,face,135,235,168,250
442_jpg.rf.dc4eab949a75de4157576b99a1c2d0bd.jpg,384,384,face,362,59,373,66
442_jpg.rf.dc4eab949a75de4157576b99a1c2d0bd.jpg,384,384,face,345,88,358,94
682_jpg.rf.dec3e397df78bfb25051cac8a976e5c0.jpg,384,384,face,7,236,25,267
800_jpg.rf.de1685e90ed30c21e44bdafb8212f5c6.jpg,384,384,face,170,247,197,259
800_jpg.rf.de1685e90ed30c21e44bdafb8212f5c6.jpg,384,384,face,186,100,223,120
877_jpg.rf.dd6b0a1b072f4c5e86f4f2931802afb3.jpg,384,384,face,314,118,320,134
877_jpg.rf.dd6b0a1b072f4c5e86f4f2931802afb3.jpg,384,384,face,298,164,308,189
877_jpg.rf.dd6b0a1b072f4c5e86f4f2931802afb3.jpg,384,384,face,226,29,231,41
877_jpg.rf.dd6b0a1b072f4c5e86f4f2931802afb3.jpg,384,384,face,239,34,244,49
919_jpg.rf.da1d09eab48aa8537ce1d979099a3853.jpg,384,384,face,181,106,200,111
123_jpg.rf.e0408b93136866c73f9d9ea90a8fa05e.jpg,384,384,face,191,97,215,108
123_jpg.rf.e0408b93136866c73f9d9ea90a8fa05e.jpg,384,384,face,143,237,178,253
123_jpg.rf.e0408b93136866c73f9d9ea90a8fa05e.jpg,384,384,face,311,14,322,20
905_jpg.rf.df6ce394b47c21e75716c9c509f37e6d.jpg,384,384,face,200,294,223,305
125_jpg.rf.e12eb1362edd6947db25e9e820939272.jpg,384,384,face,140,256,161,269
125_jpg.rf.e12eb1362edd6947db25e9e820939272.jpg,384,384,face,213,147,250,167
125_jpg.rf.e12eb1362edd6947db25e9e820939272.jpg,384,384,face,39,102,52,109
125_jpg.rf.e12eb1362edd6947db25e9e820939272.jpg,384,384,face,3,294,13,301
125_jpg.rf.e12eb1362edd6947db25e9e820939272.jpg,384,384,face,8,301,19,307
428_jpg.rf.e0fca1e65b5759c28110c274cf861b10.jpg,384,384,face,165,193,187,230
551_jpg.rf.dd21721f0d9091e76eb8e42ba795083a.jpg,384,384,face,65,152,77,165
551_jpg.rf.dd21721f0d9091e76eb8e42ba795083a.jpg,384,384,face,9,217,23,244
551_jpg.rf.dd21721f0d9091e76eb8e42ba795083a.jpg,384,384,face,119,298,146,345
551_jpg.rf.dd21721f0d9091e76eb8e42ba795083a.jpg,384,384,face,105,40,111,52
590_jpg.rf.df849032983966fb89ec3605d08ec43a.jpg,384,384,face,218,310,252,325
380_jpg.rf.def42bd57294c556796848bdd04c7796.jpg,384,384,face,295,212,306,220
794_jpg.rf.e0a125398286179ed043a71647f8dc06.jpg,384,384,face,208,135,231,146
794_jpg.rf.e0a125398286179ed043a71647f8dc06.jpg,384,384,face,150,230,181,244
566_jpg.rf.e2005e786828f51ccb5feb3cbc029aab.jpg,384,384,face,333,83,343,88
514_jpg.rf.dfaac44f3c4231b40d522da20a6bfa18.jpg,384,384,face,253,239,264,245
514_jpg.rf.dfaac44f3c4231b40d522da20a6bfa18.jpg,384,384,face,204,160,228,172
117_jpg.rf.e178159c4b122831722015a56fde3ecc.jpg,384,384,face,81,158,88,186
117_jpg.rf.e178159c4b122831722015a56fde3ecc.jpg,384,384,face,218,209,229,244
523_jpg.rf.e1f10cc1fe266640cf7507208b4808fe.jpg,384,384,face,263,159,276,165
523_jpg.rf.e1f10cc1fe266640cf7507208b4808fe.jpg,384,384,face,186,98,210,108
523_jpg.rf.e1f10cc1fe266640cf7507208b4808fe.jpg,384,384,face,137,221,171,235
684_jpg.rf.e221c23cd4a332634bc8dbd6f82c054f.jpg,384,384,face,15,277,38,306
525_jpg.rf.d98346c7b355181cd12165e22b7cb8fd.jpg,384,384,face,180,87,205,99
525_jpg.rf.d98346c7b355181cd12165e22b7cb8fd.jpg,384,384,face,143,213,173,230
816_jpg.rf.e170dee0f7a1d8d3d6b6ae49f625eb73.jpg,384,384,face,174,64,197,76
816_jpg.rf.e170dee0f7a1d8d3d6b6ae49f625eb73.jpg,384,384,face,142,237,168,249
719_jpg.rf.e2b3120a5b71028b27a11abe96b46dba.jpg,384,384,face,19,246,39,282
432_jpg.rf.e3ad294ce05c816161ace85a0c2ea1e8.jpg,384,384,face,139,285,164,296
432_jpg.rf.e3ad294ce05c816161ace85a0c2ea1e8.jpg,384,384,face,209,167,240,183
728_jpg.rf.e1ad0fac0b1552eacd27cc38dc6075c2.jpg,384,384,face,137,34,168,53
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,89,274,106,279
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,124,113,140,118
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,144,48,164,57
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,168,129,194,136
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,258,15,301,29
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,31,171,43,175
283_jpg.rf.e2ad9b9e93b2f703cced355f8a13c562.jpg,384,384,face,40,181,48,185
749_jpg.rf.e62edcdd53781981cb052e4ea56cfc2b.jpg,384,384,face,93,157,130,180
517_jpg.rf.e230f5ae369656b1878d56ca672ff826.jpg,384,384,face,215,113,223,127
517_jpg.rf.e230f5ae369656b1878d56ca672ff826.jpg,384,384,face,141,153,153,179
517_jpg.rf.e230f5ae369656b1878d56ca672ff826.jpg,384,384,face,250,231,269,267
517_jpg.rf.e230f5ae369656b1878d56ca672ff826.jpg,384,384,face,77,22,83,33
113_jpg.rf.e3aa953ff6880c1018ef898b26cd7030.jpg,384,384,face,145,298,168,310
504_jpg.rf.e59cf41467d48deb185eac989bb457c9.jpg,384,384,face,201,217,225,224
504_jpg.rf.e59cf41467d48deb185eac989bb457c9.jpg,384,384,face,127,348,165,362
504_jpg.rf.e59cf41467d48deb185eac989bb457c9.jpg,384,384,face,347,157,355,161
504_jpg.rf.e59cf41467d48deb185eac989bb457c9.jpg,384,384,face,340,143,352,145
928_jpg.rf.e3f28306bcd8faf3444002974d584608.jpg,384,384,face,162,143,180,153
928_jpg.rf.e3f28306bcd8faf3444002974d584608.jpg,384,384,face,33,249,43,255
235_jpg.rf.e64417bcb8c9e084b760d72352453d95.jpg,384,384,face,186,298,212,304
235_jpg.rf.e64417bcb8c9e084b760d72352453d95.jpg,384,384,face,337,251,347,256
934_jpg.rf.e5663dad53d4b346c3a1639c8c8d782e.jpg,384,384,face,166,157,191,166
934_jpg.rf.e5663dad53d4b346c3a1639c8c8d782e.jpg,384,384,face,275,42,315,62
934_jpg.rf.e5663dad53d4b346c3a1639c8c8d782e.jpg,384,384,face,29,211,37,216
398_jpg.rf.e43a7a5ee08a1716328a9b4a197b6b4d.jpg,384,384,face,248,85,272,97
398_jpg.rf.e43a7a5ee08a1716328a9b4a197b6b4d.jpg,384,384,face,205,81,226,91
224_jpg.rf.e46c9baa5ca0866b4f1a12a95571490e.jpg,384,384,face,190,83,213,93
224_jpg.rf.e46c9baa5ca0866b4f1a12a95571490e.jpg,384,384,face,47,110,55,115
461_jpg.rf.e653230c5b6dc0c975fa760621454b53.jpg,384,384,face,214,153,224,176
145_jpg.rf.e71ae56b038ec4387c2ca4534a8e5ad9.jpg,384,384,face,124,168,137,193
145_jpg.rf.e71ae56b038ec4387c2ca4534a8e5ad9.jpg,384,384,face,249,193,266,228
557_jpg.rf.e796d86fc06263765e2cdae64bf730f8.jpg,384,384,face,261,233,311,256
557_jpg.rf.e796d86fc06263765e2cdae64bf730f8.jpg,384,384,face,23,239,36,247
324_jpg.rf.e91e7f8365f383544cd9e0129c7eb994.jpg,384,384,face,113,210,130,220
324_jpg.rf.e91e7f8365f383544cd9e0129c7eb994.jpg,384,384,face,153,284,180,294
324_jpg.rf.e91e7f8365f383544cd9e0129c7eb994.jpg,384,384,face,213,43,234,52
177_jpg.rf.e6829edc5f5fc5b254bd525fa132077e.jpg,384,384,face,195,112,206,129
177_jpg.rf.e6829edc5f5fc5b254bd525fa132077e.jpg,384,384,face,138,173,147,194
177_jpg.rf.e6829edc5f5fc5b254bd525fa132077e.jpg,384,384,face,260,197,279,234
177_jpg.rf.e6829edc5f5fc5b254bd525fa132077e.jpg,384,384,face,56,58,62,69
958_jpg.rf.e80770536bffe41e55cdc1241aa39cc9.jpg,384,384,face,172,229,195,242
958_jpg.rf.e80770536bffe41e55cdc1241aa39cc9.jpg,384,384,face,194,99,229,117
958_jpg.rf.e80770536bffe41e55cdc1241aa39cc9.jpg,384,384,face,72,344,88,352
592_jpg.rf.e4ca602c1cecce23799ecfef0c263689.jpg,384,384,face,140,59,173,76
151_jpg.rf.e7e75a4797b41fe8ceab3b0932f740b0.jpg,384,384,face,132,145,146,172
151_jpg.rf.e7e75a4797b41fe8ceab3b0932f740b0.jpg,384,384,face,240,210,257,246
151_jpg.rf.e7e75a4797b41fe8ceab3b0932f740b0.jpg,384,384,face,93,13,100,26
151_jpg.rf.e7e75a4797b41fe8ceab3b0932f740b0.jpg,384,384,face,88,28,93,38
681_jpg.rf.e8588ce052cb07d2cb6c2d59a003fe8b.jpg,384,384,face,164,365,197,383
532_jpg.rf.e8701b4839313a32f304715b458175aa.jpg,384,384,face,137,96,148,112
532_jpg.rf.e8701b4839313a32f304715b458175aa.jpg,384,384,face,59,150,72,177
532_jpg.rf.e8701b4839313a32f304715b458175aa.jpg,384,384,face,190,217,212,257
925_jpg.rf.e7ff73669c043279ccf0e4ca8f6b1a70.jpg,384,384,face,241,264,257,271
925_jpg.rf.e7ff73669c043279ccf0e4ca8f6b1a70.jpg,384,384,face,190,249,210,256
925_jpg.rf.e7ff73669c043279ccf0e4ca8f6b1a70.jpg,384,384,face,0,332,34,354
566_jpg.rf.e8fe1994ea3604642407d26148744936.jpg,384,384,face,118,21,124,32
227_jpg.rf.e961f2cb2f2403d22ce69f861ff37e0d.jpg,384,384,face,44,158,61,166
227_jpg.rf.e961f2cb2f2403d22ce69f861ff37e0d.jpg,384,384,face,168,78,192,89
227_jpg.rf.e961f2cb2f2403d22ce69f861ff37e0d.jpg,384,384,face,33,151,43,156
282_jpg.rf.e98562946c91d23ef9a468f7a6353e6a.jpg,384,384,face,183,124,204,134
282_jpg.rf.e98562946c91d23ef9a468f7a6353e6a.jpg,384,384,face,289,24,329,44
282_jpg.rf.e98562946c91d23ef9a468f7a6353e6a.jpg,384,384,face,41,152,52,160
754_jpg.rf.ea102e1316431b69adf1ac9cbd895f22.jpg,384,384,face,259,75,271,81
754_jpg.rf.ea102e1316431b69adf1ac9cbd895f22.jpg,384,384,face,174,9,196,18
968_jpg.rf.ea11c03cb83b39a770daab5a9fd4c0fd.jpg,384,384,face,182,124,207,137
968_jpg.rf.ea11c03cb83b39a770daab5a9fd4c0fd.jpg,384,384,face,155,246,188,260
968_jpg.rf.ea11c03cb83b39a770daab5a9fd4c0fd.jpg,384,384,face,353,225,362,229
588_jpg.rf.e98af47b2869f4fa5ab9221fda6913fe.jpg,384,384,face,75,234,88,266
117_jpg.rf.ea84a2595e03776a2f45bfde335b0d07.jpg,384,384,face,183,79,211,88
117_jpg.rf.ea84a2595e03776a2f45bfde335b0d07.jpg,384,384,face,145,221,181,235
685_jpg.rf.ebb596c244f46d10fcc0ca2e233c52d0.jpg,384,384,face,1,228,23,253
398_jpg.rf.edf85847962f8fd6620a4c1d74710fde.jpg,384,384,face,147,303,171,316
398_jpg.rf.edf85847962f8fd6620a4c1d74710fde.jpg,384,384,face,192,294,213,306
731_jpg.rf.ec06bb7bf4a285f62f488b48178896c6.jpg,384,384,face,102,76,138,95
956_jpg.rf.ee15c0e13543fb57c07729cc4be86047.jpg,384,384,face,211,109,216,123
956_jpg.rf.ee15c0e13543fb57c07729cc4be86047.jpg,384,384,face,156,162,166,185
956_jpg.rf.ee15c0e13543fb57c07729cc4be86047.jpg,384,384,face,283,210,298,246
762_jpg.rf.eb4c7235bcad3f51ec1d3726868b75b8.jpg,384,384,face,158,45,181,56
762_jpg.rf.eb4c7235bcad3f51ec1d3726868b75b8.jpg,384,384,face,150,159,184,176
812_jpg.rf.eb31adfe177f4e74d44c3cde9d6edc26.jpg,384,384,face,191,128,215,139
787_jpg.rf.ecd2f8542c781f91d91900185b5955a0.jpg,384,384,face,68,104,76,120
787_jpg.rf.ecd2f8542c781f91d91900185b5955a0.jpg,384,384,face,124,175,138,200
787_jpg.rf.ecd2f8542c781f91d91900185b5955a0.jpg,384,384,face,245,194,262,226
983_jpg.rf.ec9d46cbad3846c8c2b4c119d3a25dfe.jpg,384,384,face,154,55,161,68
983_jpg.rf.ec9d46cbad3846c8c2b4c119d3a25dfe.jpg,384,384,face,86,181,96,202
983_jpg.rf.ec9d46cbad3846c8c2b4c119d3a25dfe.jpg,384,384,face,201,205,214,236
227_jpg.rf.f132cb1dc7c06a055b9650f2d4b91b1b.jpg,384,384,face,321,232,337,238
227_jpg.rf.f132cb1dc7c06a055b9650f2d4b91b1b.jpg,384,384,face,184,297,207,306
227_jpg.rf.f132cb1dc7c06a055b9650f2d4b91b1b.jpg,384,384,face,338,242,348,246
340_jpg.rf.ecbceff041935629ad36125971be6449.jpg,384,384,face,247,91,271,105
340_jpg.rf.ecbceff041935629ad36125971be6449.jpg,384,384,face,188,180,208,190
596_jpg.rf.efc80397bb7b1a4edb76f28ba1071691.jpg,384,384,face,230,303,267,320
850_jpg.rf.ee55a990746208dfab8e5bc42ef34300.jpg,384,384,face,111,97,129,108
850_jpg.rf.ee55a990746208dfab8e5bc42ef34300.jpg,384,384,face,155,150,182,165
850_jpg.rf.ee55a990746208dfab8e5bc42ef34300.jpg,384,384,face,44,237,59,244
280_jpg.rf.ee581d1a9569b24b4ea8301f799e9807.jpg,384,384,face,180,256,203,267
280_jpg.rf.ee581d1a9569b24b4ea8301f799e9807.jpg,384,384,face,56,350,92,366
280_jpg.rf.ee581d1a9569b24b4ea8301f799e9807.jpg,384,384,face,334,231,345,238
381_jpg.rf.eeb645ae8f0ea9e9bf30fdf9ae8aab03.jpg,384,384,face,82,194,92,210
555_jpg.rf.f008717458c2b9135a4ce732cf504c42.jpg,384,384,face,63,129,110,149
555_jpg.rf.f008717458c2b9135a4ce732cf504c42.jpg,384,384,face,345,135,355,140
112_jpg.rf.f305a8a1f3278c28f573c6ddb45c0c8a.jpg,384,384,face,215,73,241,84
781_jpg.rf.f3c289b179a786b3f61cbb90605afce1.jpg,384,384,face,61,108,69,121
781_jpg.rf.f3c289b179a786b3f61cbb90605afce1.jpg,384,384,face,238,198,253,231
80_jpg.rf.ef0bd3a77b9ec55e752a9c9fbf7552d4.jpg,384,384,face,140,158,180,171
614_jpg.rf.f2db3673cc3a84e2fee71283336d0e98.jpg,384,384,face,28,266,50,304
282_jpg.rf.f2a19d76e9737208e35f66000bc254f0.jpg,384,384,face,198,251,218,258
282_jpg.rf.f2a19d76e9737208e35f66000bc254f0.jpg,384,384,face,101,368,140,383
282_jpg.rf.f2a19d76e9737208e35f66000bc254f0.jpg,384,384,face,338,186,348,193
226_jpg.rf.f014bb5801fe132d56602afb98f208cf.jpg,384,384,face,299,183,307,208
226_jpg.rf.f014bb5801fe132d56602afb98f208cf.jpg,384,384,face,266,43,269,49
387_jpg.rf.f3b74a4c9950ec8047efd77fc33eb48f.jpg,384,384,face,0,96,29,123
962_jpg.rf.f2f92bb270691b8e4e2406b3c59e8237.jpg,384,384,face,142,161,150,185
962_jpg.rf.f2f92bb270691b8e4e2406b3c59e8237.jpg,384,384,face,263,216,276,251
331_jpg.rf.f4253d970416c3be33ec9ef989f230a8.jpg,384,384,face,187,273,206,283
331_jpg.rf.f4253d970416c3be33ec9ef989f230a8.jpg,384,384,face,149,25,172,38
180_jpg.rf.f468d5c5b47ca7542ce188e2021a7342.jpg,384,384,face,230,97,269,114
970_jpg.rf.f47fc7e11e7516554d8483a1a070a0f5.jpg,384,384,face,211,131,234,141
970_jpg.rf.f47fc7e11e7516554d8483a1a070a0f5.jpg,384,384,face,132,227,167,246
568_jpg.rf.f6a4228ed9215fa55073c183a590b571.jpg,384,384,face,117,247,134,282
568_jpg.rf.f6a4228ed9215fa55073c183a590b571.jpg,384,384,face,57,62,64,76
986_jpg.rf.f7a46950dbe753d7bd97d9e49c602151.jpg,384,384,face,78,159,87,178
986_jpg.rf.f7a46950dbe753d7bd97d9e49c602151.jpg,384,384,face,175,210,191,238
533_jpg.rf.f5e2aead471a3116157ff6303956d73b.jpg,384,384,face,171,318,195,326
533_jpg.rf.f5e2aead471a3116157ff6303956d73b.jpg,384,384,face,221,163,254,181
190_jpg.rf.f52bd444883aa86cb31b654d7fd9852f.jpg,384,384,face,163,191,189,203
190_jpg.rf.f52bd444883aa86cb31b654d7fd9852f.jpg,384,384,face,201,61,233,81
190_jpg.rf.f52bd444883aa86cb31b654d7fd9852f.jpg,384,384,face,51,287,64,294
190_jpg.rf.f52bd444883aa86cb31b654d7fd9852f.jpg,384,384,face,59,291,70,297
955_jpg.rf.f517688c524f8a83af725085f624ebce.jpg,384,384,face,204,162,230,171
955_jpg.rf.f517688c524f8a83af725085f624ebce.jpg,384,384,face,118,278,155,294
751_jpg.rf.f90f94bd03e414aa3ff9857a5b1d436e.jpg,384,384,face,8,216,20,243
751_jpg.rf.f90f94bd03e414aa3ff9857a5b1d436e.jpg,384,384,face,182,291,204,328
683_jpg.rf.f65c2daa04c9d2f8bc0c316e1b2ebe3d.jpg,384,384,face,167,0,200,15
481_jpg.rf.f75b7ba4fce9903a956e52f1008c187f.jpg,384,384,face,296,173,305,195
215_jpg.rf.f8a8f4261d051008e3527e51f5e06a85.jpg,384,384,face,333,162,341,175
215_jpg.rf.f8a8f4261d051008e3527e51f5e06a85.jpg,384,384,face,250,189,260,207
215_jpg.rf.f8a8f4261d051008e3527e51f5e06a85.jpg,384,384,face,241,39,247,48
215_jpg.rf.f8a8f4261d051008e3527e51f5e06a85.jpg,384,384,face,228,40,235,53
193_jpg.rf.f516d22a4309ca273aacd46645b151a1.jpg,384,384,face,63,270,79,276
193_jpg.rf.f516d22a4309ca273aacd46645b151a1.jpg,384,384,face,238,55,275,72
193_jpg.rf.f516d22a4309ca273aacd46645b151a1.jpg,384,384,face,34,241,46,247
850_jpg.rf.f4feb6552db3691ba78c1f5443aeea45.jpg,384,384,face,150,77,168,88
850_jpg.rf.f4feb6552db3691ba78c1f5443aeea45.jpg,384,384,face,170,144,197,159
850_jpg.rf.f4feb6552db3691ba78c1f5443aeea45.jpg,384,384,face,36,180,51,187
850_jpg.rf.f95401651110f7fc898ce4a102109754.jpg,384,384,face,297,152,308,170
850_jpg.rf.f95401651110f7fc898ce4a102109754.jpg,384,384,face,226,170,241,198
850_jpg.rf.f95401651110f7fc898ce4a102109754.jpg,384,384,face,200,36,207,51
767_jpg.rf.f8f4416a0326777c38c24286a87b5499.jpg,384,384,face,81,98,90,118
767_jpg.rf.f8f4416a0326777c38c24286a87b5499.jpg,384,384,face,174,195,190,230
729_jpg.rf.fbc862056e764c74a449436e3fab4945.jpg,384,384,face,231,318,262,335
882_jpg.rf.fce658dadfe9c2f0f5e23ebe4cc38e4e.jpg,384,384,face,293,174,301,197
953_jpg.rf.fd13cf68933a29f1bea3d7ac63fa584a.jpg,384,384,face,163,216,183,223
953_jpg.rf.fd13cf68933a29f1bea3d7ac63fa584a.jpg,384,384,face,216,77,251,91
131_jpg.rf.fd64c1236e21c97e8c7ab9e65012da15.jpg,384,384,face,165,245,192,256
131_jpg.rf.fd64c1236e21c97e8c7ab9e65012da15.jpg,384,384,face,199,123,233,137
131_jpg.rf.fd64c1236e21c97e8c7ab9e65012da15.jpg,384,384,face,55,335,64,339
429_jpg.rf.fd546318e2a3aa65847698e6cc910f76.jpg,384,384,face,200,209,217,242
571_jpg.rf.fa747e1faf17cbcd0c6cac94f89a7721.jpg,384,384,face,227,28,256,38
571_jpg.rf.fa747e1faf17cbcd0c6cac94f89a7721.jpg,384,384,face,135,95,173,115
571_jpg.rf.fa747e1faf17cbcd0c6cac94f89a7721.jpg,384,384,face,338,80,347,86
485_jpg.rf.feef12def88bb9646f74aaef58c8672f.jpg,384,384,face,178,81,201,86
